id,stage,datetime,tags,type,task_id,worker_id,answers
854,substitutions,1465250095,,answer,168,7,
152,substitutions,1465220491,,answer,169,3,стоянка|база|вокзал
227,substitutions,1465220874,,answer,169,2,стоянка
531,substitutions,1465232106,,answer,169,6,стоянка|пункт|вокзал
783,substitutions,1465249702,,answer,169,7,
882,substitutions,1465251567,,answer,169,8,вокзал
72,substitutions,1465219579,,answer,170,2,остановка
215,substitutions,1465220824,,answer,170,3,точка
479,substitutions,1465231582,,answer,170,6,пост|остановка
697,substitutions,1465249035,,answer,170,7,
109,substitutions,1465220114,,answer,171,2,пункт
366,substitutions,1465221629,,answer,171,3,база|пункт
574,substitutions,1465232564,,answer,171,6,база|пункт
808,substitutions,1465249847,,answer,171,7,
73,substitutions,1465219592,,answer,172,2,точка
315,substitutions,1465221289,,answer,172,3,пост
558,substitutions,1465232434,,answer,172,6,пост
774,substitutions,1465249655,,answer,172,7,
145,substitutions,1465220421,,answer,173,2,
253,substitutions,1465221011,,answer,173,4,
428,substitutions,1465222319,,answer,173,3,
621,substitutions,1465233325,,answer,173,6,
833,substitutions,1465249993,,answer,173,7,
177,substitutions,1465220641,,answer,174,3,
228,substitutions,1465220879,,answer,174,2,
449,substitutions,1465231185,,answer,174,6,
748,substitutions,1465249482,,answer,174,7,
149,substitutions,1465220465,,answer,175,2,
384,substitutions,1465221747,,answer,175,3,пункт
458,substitutions,1465231321,,answer,175,6,
751,substitutions,1465249510,,answer,175,7,
171,substitutions,1465220609,,answer,176,2,
300,substitutions,1465221190,,answer,176,3,пост
596,substitutions,1465232766,,answer,176,6,точка
757,substitutions,1465249542,,answer,176,7,
179,substitutions,1465220652,,answer,177,3,база|пункт
229,substitutions,1465220888,,answer,177,2,
513,substitutions,1465231938,,answer,177,6,место|пункт
794,substitutions,1465249776,,answer,177,7,
116,substitutions,1465220172,,answer,178,3,пост
241,substitutions,1465220950,,answer,178,2,
500,substitutions,1465231794,,answer,178,6,остановка
689,substitutions,1465248954,,answer,178,7,точка
897,substitutions,1465252172,,answer,178,8,пост
46,substitutions,1465219300,,answer,179,2,
329,substitutions,1465221398,,answer,179,3,среда
523,substitutions,1465232039,,answer,179,6,город|место
759,substitutions,1465249550,,answer,179,7,
19,substitutions,1465218918,,answer,180,2,
237,substitutions,1465220943,,answer,180,4,
432,substitutions,1465222348,,answer,180,3,село|деревня|хутор
629,substitutions,1465233382,,answer,180,6,деревня
851,substitutions,1465250070,,answer,180,7,
37,substitutions,1465219206,,answer,181,2,
306,substitutions,1465221237,,answer,181,3,
521,substitutions,1465232017,,answer,181,6,
770,substitutions,1465249619,,answer,181,7,
900,substitutions,1465252243,,answer,181,8,
18,substitutions,1465218909,,answer,182,2,
395,substitutions,1465221805,,answer,182,3,территория|поселок|аул|владение|столица
463,substitutions,1465231399,,answer,182,6,владение
653,substitutions,1465248292,,answer,182,7,
125,substitutions,1465220218,,answer,183,3,
223,substitutions,1465220849,,answer,183,2,
464,substitutions,1465231409,,answer,183,6,помещение
665,substitutions,1465248590,,answer,183,7,
877,substitutions,1465251296,,answer,183,8,
91,substitutions,1465219898,,answer,184,2,
382,substitutions,1465221737,,answer,184,3,
612,substitutions,1465233007,,answer,184,6,
710,substitutions,1465249188,,answer,184,7,
175,substitutions,1465220632,,answer,185,2,
409,substitutions,1465222165,,answer,185,3,станица
510,substitutions,1465231907,,answer,185,6,станица
673,substitutions,1465248709,,answer,185,7,
93,substitutions,1465219909,,answer,186,2,
326,substitutions,1465221379,,answer,186,3,
462,substitutions,1465231385,,answer,186,6,окрестность
736,substitutions,1465249406,,answer,186,7,
79,substitutions,1465219678,,answer,187,2,
275,substitutions,1465221110,,answer,187,3,
491,substitutions,1465231700,,answer,187,6,
779,substitutions,1465249677,,answer,187,7,
195,substitutions,1465220737,,answer,188,2,место
265,substitutions,1465221076,,skip,188,4,
398,substitutions,1465221821,,answer,188,3,город|место|государство|регион|околица
566,substitutions,1465232502,,answer,188,6,место|регион|околица
717,substitutions,1465249245,,answer,188,7,
147,substitutions,1465220446,,answer,189,3,местечко
281,substitutions,1465221123,,answer,189,2,местечко
498,substitutions,1465231774,,answer,189,6,село|местечко|деревня|хутор
679,substitutions,1465248760,,answer,189,7,
5,substitutions,1465218698,,answer,190,2,район
340,substitutions,1465221477,,answer,190,3,царство|урочище|округ|поселение|район
604,substitutions,1465232833,,answer,190,6,район
775,substitutions,1465249659,,answer,190,7,
66,substitutions,1465219530,,answer,191,2,
243,substitutions,1465220961,,answer,191,4,
425,substitutions,1465222298,,answer,191,3,территория|поселок|аул|владение|столица|уезд
633,substitutions,1465233432,,answer,191,6,территория|владение
827,substitutions,1465249949,,answer,191,7,
160,substitutions,1465220525,,answer,192,2,
232,substitutions,1465220898,,answer,192,4,край
443,substitutions,1465222402,,answer,192,3,край|поместье
619,substitutions,1465233291,,answer,192,6,край
840,substitutions,1465250021,,answer,192,7,
151,substitutions,1465220488,,answer,193,2,местность
408,substitutions,1465222159,,answer,193,3,местность|область
568,substitutions,1465232520,,answer,193,6,местность|область|земля
773,substitutions,1465249644,,answer,193,7,местность
80,substitutions,1465219685,,answer,194,2,
267,substitutions,1465221084,,answer,194,3,станица|округа
549,substitutions,1465232325,,answer,194,6,округа
807,substitutions,1465249841,,answer,194,7,
150,substitutions,1465220481,,answer,195,2,окрестность
257,substitutions,1465221034,,answer,195,4,окрестность
421,substitutions,1465222277,,answer,195,3,окрестность|крепость|страна|уголок
626,substitutions,1465233358,,answer,195,6,окрестность
853,substitutions,1465250086,,answer,195,7,
201,substitutions,1465220756,,answer,196,3,губерния|колония|окраина
248,substitutions,1465220983,,answer,196,2,
565,substitutions,1465232492,,answer,196,6,пространство
792,substitutions,1465249743,,answer,196,7,
868,substitutions,1465251037,,answer,196,8,пространство
51,substitutions,1465219341,,answer,197,2,
352,substitutions,1465221540,,answer,197,3,
534,substitutions,1465232130,,answer,197,6,
709,substitutions,1465249183,,answer,197,7,
30,substitutions,1465219081,,answer,198,2,
291,substitutions,1465221156,,answer,198,3,
609,substitutions,1465232979,,answer,198,6,
664,substitutions,1465248585,,answer,198,7,
29,substitutions,1465219072,,answer,199,2,
342,substitutions,1465221487,,answer,199,3,
475,substitutions,1465231541,,answer,199,6,
789,substitutions,1465249726,,answer,199,7,
896,substitutions,1465252137,,answer,199,8,
88,substitutions,1465219877,,answer,200,2,
397,substitutions,1465221813,,answer,200,3,
484,substitutions,1465231630,,answer,200,6,
676,substitutions,1465248736,,answer,200,7,
192,substitutions,1465220725,,answer,201,2,край
318,substitutions,1465221325,,answer,201,3,
580,substitutions,1465232621,,answer,201,6,край
803,substitutions,1465249824,,answer,201,7,
136,substitutions,1465220279,,answer,202,2,
304,substitutions,1465221221,,answer,202,3,область
591,substitutions,1465232707,,answer,202,6,
693,substitutions,1465248984,,answer,202,7,
902,substitutions,1465252265,,answer,202,8,область
13,substitutions,1465218805,,answer,203,2,
247,substitutions,1465220977,,answer,203,4,
435,substitutions,1465222360,,answer,203,3,
622,substitutions,1465233333,,answer,203,6,
847,substitutions,1465250054,,answer,203,7,
58,substitutions,1465219434,,answer,204,2,
296,substitutions,1465221176,,answer,204,4,
429,substitutions,1465222324,,answer,204,3,
636,substitutions,1465233442,,answer,204,6,
842,substitutions,1465250030,,answer,204,7,
25,substitutions,1465218997,,answer,205,2,
360,substitutions,1465221592,,answer,205,3,
585,substitutions,1465232662,,answer,205,6,
747,substitutions,1465249476,,answer,205,7,
